circuit,n,min_feasible_side,max_swept_side,steps_at_min_grid,plateau_steps,max_drop_pct,sensitive,elbow_e2,clipped_e2,nonrouted_e2,elbow_e5,clipped_e5,nonrouted_e5,elbow_e10,clipped_e10,nonrouted_e10
synth_n50_d040_mix100_t030_hf000_hm001_r2_s1,50,18,31,157,139,11.46,True,29,False,7.929,21,False,7.857,19,False,10.929
vqe_real_amp_n50,50,16,29,53,53,0.0,False,16,False,0.0,16,False,0.0,16,False,0.0
vqe_su2_n50,50,16,29,53,53,0.0,False,16,False,0.0,16,False,0.0,16,False,0.0
vqe_two_local_n50,50,17,30,539,400,25.79,True,27,False,43.891,25,False,44.871,19,False,43.701
wstate_n50,50,16,29,51,51,0.0,False,16,False,0.0,16,False,0.0,16,False,0.0
ghz_n60,60,17,30,59,59,0.0,False,17,False,0.0,17,False,0.0,17,False,0.0
graphstate_n60,60,17,30,5,5,0.0,False,17,False,0.0,17,False,0.0,17,False,0.0
ising_n60,60,17,30,6,4,33.33,True,18,False,0.0,18,False,0.0,18,False,0.0
multiplier_n60,60,21,34,39730,39730,0.0,False,21,False,0.012,21,False,0.012,21,False,0.012
qaoa_n60,60,18,31,574,402,29.97,True,26,False,25.313,26,False,25.313,21,False,26.678
