circuit,n,min_feasible_side,max_swept_side,steps_at_min_grid,plateau_steps,max_drop_pct,sensitive,elbow_e2,clipped_e2,nonrouted_e2,elbow_e5,clipped_e5,nonrouted_e5,elbow_e10,clipped_e10,nonrouted_e10
vqe_su2_n125,125,17,34,128,128,0.0,False,17,False,0.0,17,False,0.0,17,False,0.0
vqe_two_local_n125,125,19,36,7644,1962,74.33,True,33,False,62.92,31,False,63.187,29,False,62.688
wstate_n125,125,17,34,126,126,0.0,False,17,False,0.0,17,False,0.0,17,False,0.0
qft_n128,128,18,35,2626,2517,4.15,False,21,False,64.0,18,False,64.681,18,False,64.681
cat_n130,130,17,34,129,129,0.0,False,17,False,0.0,17,False,0.0,17,False,0.0
bwt_n177,133,21,34,257869,257600,0.1,False,21,False,0.445,21,False,0.445,21,False,0.445
ghz_n150,150,19,36,149,149,0.0,False,19,False,0.0,19,False,0.0,19,False,0.0
graphstate_n150,150,19,36,6,6,0.0,False,19,False,0.667,19,False,0.667,19,False,0.667
ising_n150,150,19,36,6,4,33.33,True,20,False,0.0,20,False,0.0,20,False,0.0
qaoa_n150,150,20,37,8415,1917,77.22,True,33,False,50.813,31,False,50.342,30,False,52.058
qft_n150,150,19,36,3169,3041,4.04,False,21,False,64.104,19,False,64.409,19,False,64.409
vqe_real_amp_n150,150,19,36,153,153,0.0,False,19,False,0.0,19,False,0.0,19,False,0.0
vqe_su2_n150,150,19,36,153,153,0.0,False,19,False,0.0,19,False,0.0,19,False,0.0
vqe_two_local_n150,150,21,38,10888,2734,74.89,True,34,False,66.995,33,False,66.13,29,False,64.931
wstate_n150,150,19,36,151,151,0.0,False,19,False,0.0,19,False,0.0,19,False,0.0
bv_n280,153,21,38,152,152,0.0,False,21,False,0.0,21,False,0.0,21,False,0.0
